Symbol,Aliases,Full_Name,Function,Ensembl_Gene_ID,source_databases,protein_reproductive,protein_thymus,protein_reliability,rna_reproductive,rna_thymus,protein_strict_expression,rna_reproductive_frac,rna_reproductive_and_thymus_frac,rna_deflated_reproductive_frac,rna_deflated_reproductive_and_thymus_frac,Canonical_Transcript_ID,biotype,rna_80_pct_filter,rna_90_pct_filter,rna_95_pct_filter,rna_97_pct_filter,rna_98_pct_filter,rna_99_pct_filter,passes_filters,rna_max_ntpm,never_expressed,rna_testis_ntpm,rna_ovary_ntpm,rna_placenta_ntpm,rna_max_somatic_tissue,rna_max_somatic_ntpm,rna_somatic_detected_count,rna_brain_max_ntpm,rna_heart_max_ntpm,rna_lung_max_ntpm,rna_liver_max_ntpm,rna_pancreas_max_ntpm,protein_restriction,protein_testis,protein_ovary,protein_placenta,rna_restriction,rna_restriction_level,restriction,restriction_confidence,safety_flags,specificity_status,specificity_action,specificity_source_anchor,specificity_rationale
NUTM1,C15orf55;FAM22H;NUT,,cancer-testis antigen,ENSG00000184507,CTpedia;Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,True,False,Enhanced,True,False,testis,0.9648,0.9648,1.0,1.0,ENST00000333756,protein_coding,True,True,True,True,True,True,True,19.2,False,19.2,0.0,0.0,duodenum,0.2,0,0.0,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
CAGE1,CT3;CT95;CTAG3;bA69L16.7,,cancer-testis antigen,ENSG00000164304,CTpedia;Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,no data,no data,no data,True,False,no data,0.9608,0.9608,1.0,1.0,ENST00000502583,protein_coding,True,True,True,True,True,True,True,4.9,False,4.9,0.0,0.0,bone marrow,0.2,0,0.0,0.0,0.0,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
PAGE1,AL5;CT16.3;GAGE-9;GAGEB1;PAGE-1,,cancer-testis antigen,ENSG00000068985,CTexploreR_CT;CTpedia;Chang2019_TGCT;Gong2021_reproductive_PC;Loriot2025_S1;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_protein;daSilva2017_testis_biased;daSilva2017_tumor_proteomics,True,False,Enhanced,True,False,testis,0.9941,0.9941,1.0,1.0,ENST00000376150,protein_coding,True,True,True,True,True,True,True,16.7,False,16.7,0.0,0.1,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
PAGE2,CT16.4;GAGEC2;GAGEE2;PAGE-2,,cancer-testis antigen,ENSG00000234068,CTexploreR_CT;CTpedia;Carter2023_CT;Chang2019_TGCT;Gong2021_reproductive_PC;Loriot2025_S1;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_protein;daSilva2017_testis_biased;daSilva2017_tumor_proteomics,True,False,Supported,True,False,testis,0.9088,0.9153,1.0,1.0,ENST00000374968,protein_coding,True,True,True,True,True,True,True,27.1,False,27.1,0.1,0.7,skin,0.5,0,0.2,0.0,0.0,0.1,0.0,TESTIS,True,False,False,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
PAGE2B,CT16.5;GAGEE3;PAGE-2B,,cancer-testis antigen,ENSG00000238269,CTexploreR_CTP;CTpedia;Chang2019_TGCT;Gong2021_reproductive_PC;Loriot2025_S2;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_protein;daSilva2017_testis_biased;daSilva2017_tumor_proteomics,True,False,Supported,False,False,testis,0.8141,0.817,0.9474,0.9474,ENST00000374971,protein_coding,True,True,False,False,False,False,True,55.0,False,55.0,0.3,0.3,bone marrow,4.0,1,0.2,0.1,0.2,0.4,0.1,TESTIS,True,False,False,SOMATIC,PERMISSIVE,TESTIS,LOW,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
PAGE3,CT16.6;GAGED1;PAGE-3,,cancer-testis antigen,ENSG00000204279,CTpedia;Chang2019_TGCT;Gong2021_reproductive_PC;daSilva2017;daSilva2017_testis_biased,no data,no data,no data,True,False,no data,1.0,1.0,1.0,1.0,ENST00000374951,protein_coding,True,True,True,True,True,True,True,7.4,False,7.4,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
PAGE5,CT16;CT16.1;CT16.2;GAGEE1;PAGE-5,,cancer-testis antigen,ENSG00000158639,CTexploreR_CT;CTpedia;Carter2023_CT;Chang2019_TGCT;Gong2021_reproductive_PC;Loriot2025_S1;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,True,False,Supported,False,False,testis,0.8776,0.881,1.0,1.0,ENST00000374955,protein_coding,True,True,True,True,True,True,True,25.8,False,25.8,0.0,0.0,liver,1.0,1,0.1,0.0,0.0,1.0,0.0,TESTIS,True,False,False,SOMATIC,MODERATE,TESTIS,LOW,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
XAGE1A,CT12.1;CT12.1A;CT12.1B;CTP9;GAGED2;XAGE-1;XAGE1;XAGE1B,,cancer-testis antigen,ENSG00000204379,CTexploreR_CT;CTpedia;Loriot2025_S1;daSilva2017_testis_biased,no data,no data,no data,True,False,no data,0.9913,0.9913,1.0,1.0,ENST00000375602,protein_coding,True,True,True,True,True,True,True,45.7,False,45.7,0.0,0.0,adipose tissue,0.1,0,0.0,0.0,0.1,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
XAGE1B,CT12.1;CT12.1B;CT12.1C;CT12.1D;CT12.1E;CTP9;GAGED2;XAGE-1;XAGE1;XAGE1C;XAGE1D;XAGE1E,,cancer-testis antigen,ENSG00000204382,CTexploreR_CT;CTpedia;Loriot2025_S1;Seager2024_CTA;daSilva2017;daSilva2017_testis_biased,no data,no data,no data,False,False,no data,0.8791,0.8808,0.9867,0.9867,ENST00000518075,protein_coding,True,True,True,True,True,False,True,53.1,False,53.1,0.0,0.0,liver,1.5,3,0.4,0.0,1.2,1.5,0.0,NO_DATA,,,,SOMATIC,MODERATE,SOMATIC,MODERATE,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
XAGE3,CT12.3A;CT12.3B;GAGED4;PLAC6;PP9012;XAGE-3,,cancer-testis antigen,ENSG00000171402,CTpedia;Gong2021_placenta_PC;Gong2021_reproductive_PC;Wang2016_CT,True,False,Supported,False,False,placenta,0.9804,0.9804,0.9922,0.9922,ENST00000346279,protein_coding,True,True,True,True,True,True,True,368.3,False,1.3,0.0,368.3,adipose tissue,3.0,2,0.0,0.1,0.3,1.9,0.3,PLACENTAL,False,False,True,SOMATIC,MODERATE,PLACENTAL,LOW,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
XAGE5,CT12.5;GAGED5;XAGE-5,,cancer-testis antigen,ENSG00000171405,CTexploreR_CT;CTpedia;Chang2019_TGCT;Gong2021_reproductive_PC;Loriot2025_S1;Wang2016_CT;daSilva2017;daSilva2017_testis_biased,no data,no data,no data,True,False,no data,1.0,1.0,1.0,1.0,ENST00000375501,protein_coding,True,True,True,True,True,True,True,1.1,True,1.1,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,TESTIS,MODERATE,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
GAGE2A,CT4.2;GAGE-2;GAGE-2A;GAGE2,,cancer-testis antigen,ENSG00000189064,CTexploreR_CT;CTpedia;Carter2023_CT;Chang2019_TGCT;Gong2021_reproductive_PC;Jamin2021_CT;Jamin2021_core;Loriot2025_S1;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_protein;daSilva2017_testis_biased;daSilva2017_tumor_proteomics,True,False,Supported,True,False,testis,0.9893,0.9893,1.0,1.0,ENST00000362097,protein_coding,True,True,True,True,True,True,True,92.6,False,92.6,0.2,0.0,retina,0.8,0,0.8,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
GAGE12H,,,cancer-testis antigen,ENSG00000224902,CTexploreR_CTP;CTpedia;Chang2019_TGCT;Gong2021_reproductive_PC;Jamin2021_CT;Jamin2021_core;Loriot2025_S2;daSilva2017;daSilva2017_protein;daSilva2017_testis_biased;daSilva2017_tumor_proteomics,True,False,Supported,True,False,testis,1.0,1.0,1.0,1.0,ENST00000381722,protein_coding,True,True,True,True,True,True,True,24.1,False,24.1,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
GAGE12J,GAGE11,,cancer-testis antigen,ENSG00000224659,CTexploreR_CTP;CTpedia;Chang2019_TGCT;Gong2021_reproductive_PC;Jamin2021_CT;Jamin2021_core;Loriot2025_S2;Seager2024_CTA;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,True,False,Supported,False,False,testis,0.8794,0.8794,0.9471,0.9471,ENST00000442437,protein_coding,True,True,False,False,False,False,True,22.5,False,22.5,0.1,0.0,retina,2.2,1,2.2,0.0,0.0,0.0,0.0,TESTIS,True,False,False,SOMATIC,PERMISSIVE,TESTIS,LOW,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
GAGE12E,GAGE-12B,,cancer-testis antigen,ENSG00000216649,CTexploreR_CT;CTpedia;Jamin2021_CT;Jamin2021_core;Loriot2025_S1;daSilva2017;daSilva2017_testis_biased,True,False,Supported,True,False,testis,1.0,1.0,1.0,1.0,ENST00000381698,protein_coding,True,True,True,True,True,True,True,11.0,False,11.0,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
GAGE13,GAGE-12A;GAGE-13;GAGE12A,,cancer-testis antigen,ENSG00000274274,CTexploreR_CT;CTpedia;Loriot2025_S1;Seager2024_CTA;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,True,False,Supported,False,False,testis,0.9729,0.9729,0.9925,0.9925,ENST00000612958,protein_coding,True,True,True,True,True,True,True,53.6,False,53.6,0.2,0.0,retina,1.4,1,1.4,0.0,0.0,0.1,0.0,TESTIS,True,False,False,SOMATIC,MODERATE,TESTIS,LOW,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
MAGEA1,CT1.1;MAGE1,,cancer-testis antigen,ENSG00000198681,CTexploreR_CT;CTpedia;Carter2023_CT;Chang2019_TGCT;Gong2021_reproductive_PC;Jamin2021_CT;Jamin2021_core;Loriot2025_S1;Seager2024_CTA;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_protein;daSilva2017_testis_biased;daSilva2017_tumor_proteomics,True,False,Enhanced,True,False,testis,1.0,1.0,1.0,1.0,ENST00000356661,protein_coding,True,True,True,True,True,True,True,4.4,False,4.4,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
MAGEA2,CT1.2;MAGE2;MAGEA2A;MAGEA2B,,cancer-testis antigen,ENSG00000268606,CTexploreR_CT;CTpedia;Jamin2021_CT;Jamin2021_core;Loriot2025_S1;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,no data,no data,no data,True,False,no data,1.0,1.0,1.0,1.0,ENST00000611557,protein_coding,True,True,True,True,True,True,True,4.1,False,4.1,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
MAGEA4,CT1.4;MAGE-41;MAGE-X2;MAGE4;MAGE4A;MAGE4B,,cancer-testis antigen,ENSG00000147381,Bruggeman2018_GC;CTexploreR_CT;CTpedia;Carter2023_CT;Chang2019_TGCT;Gong2021_reproductive_PC;Jamin2021_CT;Jamin2021_core;Loriot2025_S1;Seager2024_CTA;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_protein;daSilva2017_testis_biased;daSilva2017_tumor_proteomics,True,False,Enhanced,True,False,placenta; testis,0.9562,0.9562,1.0,1.0,ENST00000682265,protein_coding,True,True,True,True,True,True,True,21.5,False,21.5,0.0,4.7,lymph node,0.6,0,0.1,0.0,0.0,0.0,0.0,REPRODUCTIVE,True,False,True,REPRODUCTIVE,STRICT,REPRODUCTIVE,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
MAGEA6,CT1.6;MAGE-3b;MAGE3B;MAGE6,,cancer-testis antigen,ENSG00000197172,CTexploreR_CT;CTpedia;Carter2023_CT;Chang2019_TGCT;Gong2021_reproductive_PC;Jamin2021_CT;Jamin2021_core;Loriot2025_S1;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,no data,no data,no data,True,False,no data,0.9091,0.9091,1.0,1.0,ENST00000616035,protein_coding,True,True,True,True,True,True,True,6.9,False,6.9,0.0,0.1,adipose tissue,0.2,0,0.1,0.0,0.0,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
MAGEA3,CT1.3;HIP8;HYPD;MAGE3,,cancer-testis antigen,ENSG00000221867,Bruggeman2018_GC;CTexploreR_CT;CTpedia;Carter2023_CT;Chang2019_TGCT;Gong2021_reproductive_PC;Jamin2021_CT;Jamin2021_core;Loriot2025_S1;Seager2024_CTA;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_protein;daSilva2017_testis_biased;daSilva2017_tumor_proteomics,no data,no data,no data,True,False,no data,0.9759,0.9759,1.0,1.0,ENST00000598245,protein_coding,True,True,True,True,True,True,True,7.8,False,7.8,0.0,0.3,adipose tissue,0.2,0,0.0,0.0,0.0,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
MAGEA9,CT1.9;MAGE9,,cancer-testis antigen,ENSG00000123584,CTexploreR_CT;CTpedia;Gong2021_reproductive_PC;Jamin2021_CT;Loriot2025_S1;Wang2016_CT;daSilva2017;daSilva2017_testis_biased,no data,no data,no data,True,False,no data,1.0,1.0,1.0,1.0,ENST00000243314,protein_coding,True,True,True,True,True,True,True,3.6,False,3.6,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
MAGEA9B,,,cancer-testis antigen,ENSG00000267978,CTexploreR_CT;CTpedia;Gong2021_reproductive_PC;Jamin2021_CT;Loriot2025_S1;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,no data,no data,no data,True,False,no data,0.9346,0.9346,1.0,1.0,ENST00000595065,protein_coding,True,True,True,True,True,True,True,9.7,False,9.7,0.0,0.3,adipose tissue,0.2,0,0.0,0.0,0.0,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
MAGEA10,CT1.10;MAGE10,,cancer-testis antigen,ENSG00000124260,CTexploreR_CT;CTpedia;Carter2023_CT;Chang2019_TGCT;Gong2021_placenta_PC;Gong2021_reproductive_PC;Jamin2021_CT;Jamin2021_core;Loriot2025_S1;Seager2024_CTA;Wang2016_CT,True,False,Approved,True,False,placenta; testis,0.8529,0.8529,1.0,1.0,ENST00000370323,protein_coding,True,True,True,True,True,True,True,9.1,False,2.5,0.0,9.1,skin,0.4,0,0.1,0.0,0.0,0.0,0.0,REPRODUCTIVE,True,False,True,REPRODUCTIVE,STRICT,REPRODUCTIVE,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
MAGEA11,CT1.11;MAGE-11;MAGE11;MAGEA-11,,cancer-testis antigen,ENSG00000185247,CTexploreR_CT;CTpedia;Carter2023_CT;Chang2019_TGCT;Jamin2021_CT;Jamin2021_core;Loriot2025_S1;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,no data,no data,no data,True,False,no data,0.1938,0.1938,0.1447,0.1447,ENST00000333104,protein_coding,False,False,False,False,False,False,False,20.5,False,4.3,0.0,0.7,choroid plexus,0.1,0,0.1,0.0,0.0,0.0,0.1,NO_DATA,,,,TESTIS,LEAKY,TESTIS,MODERATE,,excluded_trace_somatic_signal,exclude_default_keep_clinical,oncoref:cancer-testis-antigens/source_databases=CTpedia;CTexploreR_CT;daSilva2017,MAGE-A family target with trace non-reproductive HPA RNA; keep clinical discoverability but do not silently promote into the default strict CTA set.
MAGEB1,CT3.1;DAM10;MAGE-Xp;MAGEL1,,cancer-testis antigen,ENSG00000214107,Bruggeman2018_GC;CTexploreR_CT;CTpedia;Carter2023_CT;Chang2019_TGCT;Gong2021_reproductive_PC;Loriot2025_S1;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,True,False,Enhanced,True,False,testis,0.9677,0.9677,1.0,1.0,ENST00000378981,protein_coding,True,True,True,True,True,True,True,15.0,False,15.0,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
MAGEB2,CT3.2;DAM6;MAGE-XP-2,,cancer-testis antigen,ENSG00000099399,Bruggeman2018_GC;CTexploreR_CT;CTpedia;Carter2023_CT;Chang2019_TGCT;Gong2021_reproductive_PC;Jamin2021_CT;Jamin2021_core;Loriot2025_S1;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,True,False,Enhanced,True,False,testis,0.9932,0.9932,1.0,1.0,ENST00000378988,protein_coding,True,True,True,True,True,True,True,28.2,False,28.2,0.4,0.4,lung,0.1,0,0.0,0.0,0.1,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
MAGEB3,CT3.5,,cancer-testis antigen,ENSG00000198798,CTpedia;Chang2019_TGCT;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,True,False,Approved,True,False,epididymis; testis,0.2207,0.2207,0.1931,0.1931,ENST00000361644,protein_coding,False,False,False,False,False,False,False,17.3,False,4.9,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,LEAKY,TESTIS,MODERATE,,excluded_normal_expression,exclude_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
MAGEB5,CT3.3;MAGE-B5,,cancer-testis antigen,ENSG00000188408,CTpedia;Gong2021_reproductive_PC;daSilva2017;daSilva2017_testis_biased,no data,no data,no data,True,False,no data,1.0,1.0,1.0,1.0,ENST00000602297,protein_coding,True,True,True,True,True,True,True,0.9,True,0.9,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,NO_DATA,,,,NO_DATA,STRICT,NO_DATA,NO_DATA,,canonical_low_expression,exclude_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
MAGEB6B,MAGEB6P1,,cancer-testis antigen,ENSG00000232030,CTpedia;Gong2021_reproductive_PC,no data,no data,no data,True,False,no data,1.0,1.0,1.0,1.0,ENST00000416929,protein_coding,True,True,True,True,True,True,True,0.5,True,0.5,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,NO_DATA,,,,NO_DATA,STRICT,NO_DATA,NO_DATA,,canonical_low_expression,exclude_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
MAGEB16,,,cancer-testis antigen,ENSG00000189023,CTexploreR_CT;CTpedia;Chang2019_TGCT;Gong2021_reproductive_PC;Loriot2025_S1;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_protein;daSilva2017_testis_biased;daSilva2017_tumor_proteomics,no data,no data,no data,True,False,no data,1.0,1.0,1.0,1.0,ENST00000399988,protein_coding,True,True,True,True,True,True,True,3.1,False,3.1,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
MAGEB18,,,cancer-testis antigen,ENSG00000176774,CTpedia;Gong2021_reproductive_PC;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_protein;daSilva2017_testis_biased;daSilva2017_tumor_proteomics,True,False,Enhanced,True,False,testis,1.0,1.0,1.0,1.0,ENST00000325250,protein_coding,True,True,True,True,True,True,True,0.7,False,0.7,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,TESTIS,True,False,False,NO_DATA,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
MAGEC1,CT7;CT7.1,,cancer-testis antigen,ENSG00000155495,CTexploreR_CT;CTpedia;Carter2023_CT;Chang2019_TGCT;Gong2021_reproductive_PC;Loriot2025_S1;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_protein;daSilva2017_testis_biased;daSilva2017_tumor_proteomics,True,False,Enhanced,True,False,testis,0.9861,0.9861,1.0,1.0,ENST00000285879,protein_coding,True,True,True,True,True,True,True,7.1,False,7.1,0.0,0.0,spleen,0.1,0,0.0,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
MAGEC2,CT10;HCA587;MAGEE1,,cancer-testis antigen,ENSG00000046774,CTexploreR_CT;CTpedia;Carter2023_CT;Chang2019_TGCT;Gong2021_reproductive_PC;Loriot2025_S1;Seager2024_CTA;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_protein;daSilva2017_testis_biased;daSilva2017_tumor_proteomics,True,False,Enhanced,True,False,testis,1.0,1.0,1.0,1.0,ENST00000247452,protein_coding,True,True,True,True,True,True,True,19.0,False,19.0,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
DAZ1,DAZ;SPGY,,cancer-testis antigen,ENSG00000188120,CTpedia;Jamin2021_CT;Jamin2021_core;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,True,False,Supported,True,False,testis,0.9091,0.9091,1.0,1.0,ENST00000405239,protein_coding,True,True,True,True,True,True,True,2.0,False,2.0,0.0,0.0,stomach,0.2,0,0.0,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
DAZ3,pDP1679,,cancer-testis antigen,ENSG00000187191,CTpedia;Jamin2021_CT;Jamin2021_core;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,True,False,Approved,True,False,testis,0.6087,0.6087,1.0,1.0,ENST00000446723,protein_coding,True,True,True,True,True,True,True,1.4,False,1.4,0.0,0.0,stomach,0.6,0,0.0,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
DAZL,DAZH;DAZL1;DAZLA;SPGYLA,,cancer-testis antigen,ENSG00000092345,CTpedia;Carter2023_CT;Chang2019_TGCT;Gong2021_reproductive_PC;Jamin2021_CT;Jamin2021_core;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,True,False,Enhanced,True,False,testis,0.9664,0.9664,1.0,1.0,ENST00000454457,protein_coding,True,True,True,True,True,True,True,77.3,False,77.3,0.3,0.0,tonsil,0.9,0,0.0,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,TESTIS,HIGH,,canonical_default,include_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
BSPH1,BSP1;ELSPBP2,,cancer-testis antigen,ENSG00000188334,CTpedia;daSilva2017;daSilva2017_testis_biased,True,False,Enhanced,False,False,epididymis,0.0,0.0,0.0,0.0,ENST00000344839,protein_coding,False,False,False,False,False,False,False,373.6,False,0.0,0.0,0.0,retina,7.3,1,7.3,0.0,0.0,0.0,0.0,REPRODUCTIVE,False,False,False,SOMATIC,LEAKY,REPRODUCTIVE,LOW,brain,excluded_normal_expression,exclude_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
SPAG11A,EDDM2A;HE2,,cancer-testis antigen,ENSG00000178287,CTpedia;Wang2016_CT;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,True,False,Supported,True,False,epididymis,0.0,0.0,0.0,0.0,ENST00000528033,protein_coding,False,False,False,False,False,False,False,4639.4,False,0.1,0.0,0.0,esophagus,0.1,0,0.0,0.0,0.0,0.0,0.0,REPRODUCTIVE,False,False,False,NO_DATA,LEAKY,REPRODUCTIVE,HIGH,,excluded_normal_expression,exclude_default,derived:oncoref.cta.passes_filters,Derived from HPA reproductive-restriction filters and never-expressed rescue policy.
